Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Genome-wide CRISPR screen reveals host genes that regulate SARS-CoV-2 infection	1/27	0.3325033036257741	0.9994686430975551	0	0	2.5567827442827444	2.8152874991293837	DYRK1A
Top 500 downregulated genes in mouse fat with SARS-CoV-2 infection from GEO GSE162113	8/443	0.3375583915892292	0.9994686430975551	0	0	1.2261384878495007	1.3316069620085078	CAMK2B;CDK18;DAPK1;WNK3;MOK;CDC7;HIPK1;HIPK2
SARS-CoV-2/Human Interactome Gene Set from Guzzi	2/82	0.3444941268594777	0.9994686430975551	0	0	1.6629661016949153	1.7721867834070024	MARK3;MARK2
chloroquine-7251 from Old CMAP down	2/84	0.35526865669553326	0.9994686430975551	0	0	1.622240595287309	1.6788259634824887	RIPK1;NLK
500 genes up-regulated by SARS-CoV-1 in Calu-3 cells from GSE148729 4h	7/395	0.37173169246921844	0.9994686430975551	0	0	1.2016086029150372	1.1890913760963482	NUAK1;CDK6;BMPR2;GRK5;BRAF;CDK14;TTBK2
500 genes up-regulated by SARS-CoV-2 (0.2 MOI) in human A549 cells transduced with ACE2 vector from GSE147507	8/460	0.3756001662528664	0.9994686430975551	0	0	1.178981535352298	1.1544941938104996	CLK1;TBK1;PIM1;DYRK1A;TLK2;BRAF;PIM3;CLK4
Top 500 up genes for SARS-CoV-2 infection in Rhesus macaques at Group 1 dose in Bronchoalveolar Lavage at 1 DPI from GSE156701	8/462	0.3801015980356332	0.9994686430975551	0	0	1.1736658384525098	1.1353065642819273	CDK17;CDK18;NUAK2;BMPR2;RIPK3;IRAK1;MARK3;HIPK3
Top 500 down genes for SARS-CoV-2 infection in Rhesus macaques at Group 2 dose in PBMCs at 14 DPI from GSE156701	8/463	0.3823535859101825	0.9994686430975551	0	0	1.1710255142781094	1.1258350318372188	CDK19;PAK1;NUAK2;CDKL5;IRAK1;RIPK2;IRAK4;HIPK3
SARS-CoV perturbation; 311 Up Genes from GEN3VA; Human bronchial epithelial 2B4 cells; Accession: GSE17400 Platform: GPL570; Entry 5	5/274	0.384788081520295	0.9994686430975551	0	0	1.237077965065947	1.181486815886344	CDK17;PLK2;PRKD2;MASTL;MARK2
SARS perturbation; 220 Down Genes from GEN3VA; Human PBMCs; Accession: GDS1028 Platform: GPL201	4/212	0.3863332800079931	0.9994686430975551	0	0	1.279535311105277	1.2169082791622166	DYRK1A;ATM;JAK1;TGFBR2
Top 500 up genes for SARS-CoV-2 infection in Rhesus macaques at Group 3 dose in Bronchoalveolar Lavage at 7 DPI from GSE156701	8/466	0.3891137229536078	0.9994686430975551	0	0	1.1631737205542376	1.0979006350316045	PLK4;MELK;PBK;CDK1;CDC7;NEK2;TTK;BUB1
Top 500 up genes for SARS-CoV-2 infection in Rhesus macaques at Group 1 dose in PBMCs at 1 DPI from GSE156701	8/471	0.4003899984718956	0.9994686430975551	0	0	1.15031351125128	1.0529006042291693	CDK17;RIPK3;ROCK2;PRKD2;RIPK1;PIM2;PAK3;MARK2
Top 500 up genes for SARS-CoV-2 infection in Rhesus macaques at Group 3 dose in Bronchoalveolar Lavage at 1 DPI from GSE156701	8/471	0.4003899984718956	0.9994686430975551	0	0	1.15031351125128	1.0529006042291693	BMPR2;IRAK1;GRK6;PIM1;RAF1;CAMKK1;HIPK3;TGFBR2
420 genes down-regulated by SARS-CoV-2 in ferret nasal wash from GSE147507	7/411	0.4105567626687859	0.9994686430975551	0	0	1.1530641857289177	1.0265051091786808	PAK1;RIPK2;DAPK2;LRRK2;GRK6;SGK1;CLK4
500 genes down-regulated by SARS-CoV-2 in mouse Liver cells at 3 dpi from GSE162113	7/412	0.41298289457972925	0.9994686430975551	0	0	1.1501575138356748	1.0171407672350303	CLK1;CAMK2B;GSK3B;DSTYK;CAMK1D;GRK5;CLK3
SARS Perturbation 441 Up Genes from GEN3VA Mouse Lung; Accession: GSE68820 Platform: GPL7202 Entry 2	7/412	0.41298289457972925	0.9994686430975551	0	0	1.1501575138356748	1.0171407672350303	MELK;PLK1;PBK;CDK1;TTK;PASK;MASTL
Top 500 downregulated genes in mouse liver with SARS-CoV-2 infection (Day 3) from GEO GSE162113	7/412	0.41298289457972925	0.9994686430975551	0	0	1.1501575138356748	1.0171407672350303	CLK1;CAMK2B;GSK3B;DSTYK;CAMK1D;GRK5;CLK3
Top 500 up genes for SARS-CoV-2 infection in Rhesus macaques at Group 2 dose in Bronchoalveolar Lavage at 7 DPI from GSE156701	8/477	0.4139255376074629	0.9994686430975551	0	0	1.1352432105414598	1.0013630503036792	CDK17;PLK4;GSK3A;MELK;IRAK1;TTK;SGK1;BUB1
Top 500 up genes for SARS-CoV-2 infection in Rhesus macaques at Group 2 dose in PBMCs at 2 DPI from GSE156701	8/479	0.418435814863233	0.9994686430975551	0	0	1.1303051006839604	0.9847577138676084	CDK17;RIPK3;RIPK2;ROCK2;RIPK1;PIM2;VRK2;PAK3
355 proteins up-regualated at 12h in SARS-CoV-2 infected cells from Bouhaddou et al. 2020	6/352	0.4244607971873296	0.9994686430975551	0	0	1.1535069423753055	0.9884811961304086	PLK1;CDK1;AKT1;PKN2;CDK12;CDK13
SARS coronavirus hypothetical protein sars7a from Virus-Host PPI P-HIPSTer 2020	1/37	0.42539476050464536	0.9994686430975551	0	0	1.8456268768768769	1.5775268587404352	SRPK2
500 genes up-regulated by SARS-CoV-2 in human Caco2 cells at 4h from GSE148729 mock	8/485	0.4319538998143152	0.9994686430975551	0	0	1.1157392294690722	0.9365921330865357	CDK9;PAK1;SLK;TNIK;SGK1;HIPK1;BMPR1B;TSSK2
Top 500 up genes for SARS-CoV-2 infection Day 7 in ferret right caudal lung from GSE160824	7/421	0.4347807724253413	0.9994686430975551	0	0	1.1246293519906714	0.9367187969876811	BCKDK;MAPKAPK3;DAPK3;GRK6;PIM1;AKT1;PKN1
500 genes down-regulated by SARS-CoV-2 in human lung tissue cells from GSE147507	8/487	0.4364538010884402	0.9994686430975551	0	0	1.110965029509286	0.921070830763395	GAK;CDK9;DAPK3;MAPKAPK2;SGK1;RAF1;HIPK2;TGFBR2
Healthy human lung biopsy vs. COVID-19 infected human lung series 15 from GSE147507 down genes	8/487	0.4364538010884402	0.9994686430975551	0	0	1.110965029509286	0.921070830763395	GAK;CDK9;DAPK3;MAPKAPK2;SGK1;RAF1;HIPK2;TGFBR2
COVID19-Nsp13 protein host PPI from Krogan	1/39	0.442365371126227	0.9994686430975551	0	0	1.7483108108108107	1.4259557020425717	TBK1
500 genes up-regulated by SARS-CoV-2 in human Calu3 cells from GSE147507	8/494	0.4521684781993752	0.9994686430975551	0	0	1.094564768536318	0.8687565265972654	CLK1;NUAK1;NUAK2;LATS2;RIPK2;PIM1;PIM3;CLK4
Top 500 up genes for SARS-CoV-2 infection in Mesocricetus auratus hamster lung Day 14 from GSE162208	6/364	0.45594513101570233	0.9994686430975551	0	0	1.114150780395093	0.8750348633476824	CLK1;PLK3;DAPK1;PLK2;NLK;MASTL
500 genes down-regulated by SARS-CoV-2 in human lung cells from GSE147507	8/496	0.4566461711880407	0.9994686430975551	0	0	1.0899653979238755	0.8543654864715979	GAK;CDK9;DAPK3;MAPKAPK2;SGK1;RAF1;HIPK2;TGFBR2
Top 500 down genes for SARS-CoV-2 infection in Rhesus macaques at Group 3 dose in Bronchoalveolar Lavage at 14 DPI from GSE156701	7/431	0.45886788191341904	0.9994686430975551	0	0	1.097535783994795	0.8549726373624758	LATS2;MAK;MAPKAPK2;MOK;HUNK;CDK12;PIM2
500 genes down-regulated by SARS-CoV-2 in human Calu3 cells at 4h from GSE148729 untreated s1 polyA	8/497	0.4588826511712319	0.9994686430975551	0	0	1.0876798211164653	0.84725990394936	PLK4;CDK19;CDKL5;DAPK1;CDK1;ULK1;NEK2;BUB1
500 genes up-regulated by SARS-CoV-2 in human Calu3 cells at 24h from GSE148729 s1 polyA	8/497	0.4588826511712319	0.9994686430975551	0	0	1.0876798211164653	0.84725990394936	CDK17;SRPK2;NUAK2;RIPK2;TLK2;PRKD2;MASTL;HIPK3
Top 500 down genes for SARS-CoV-2 infection Day 21 in ferret right cranial lung from GSE160824	6/367	0.46375854424878493	0.9994686430975551	0	0	1.1047205642973412	0.8488576053300162	GSK3B;LATS2;CAMK2A;HUNK;CDK14;ACVR2B
500 genes down-regulated by MHV-A59 in murine spleen cells from GSE146074 3d	7/437	0.47322039436629837	0.9994686430975551	0	0	1.0818845228548517	0.8094595616800562	CLK1;GRK2;GRK6;PKN1;HIPK1;CLK4;JAK1
Top 500 upregulated genes in human nasal epithelial cells with SARS-CoV-2 infection (Mutant, 24 hpi) from GEO GSE162131	6/371	0.4741317589081287	0.9994686430975551	0	0	1.092388080779551	0.8152164787518419	MELK;NEK6;PLK1;PBK;TTK;HASPIN
SARS coronavirus nsp8-pp1a/pp1ab (gene: orf1ab) from Virus-Host PPI P-HIPSTer 2020	1/43	0.4748225109749182	0.9994686430975551	0	0	1.581483268983269	1.1779112051028695	ATM
Top 500 down genes for SARS-CoV-2 infection in Rhesus macaques at Group 1 dose in Bronchoalveolar Lavage at 10 DPI from GSE156701	7/440	0.48036195314918456	0.9994686430975551	0	0	1.0742215497332166	0.7876357727345246	CLK1;CDK3;AKT3;MAPKAPK2;CDK12;PIM2;PAK3
SARS perturbation; 69 Down Genes from GEN3VA; Human airway epithelium (HAE) cells; Accession: GSE47961 Platform: GPL6480; Entry 5	1/44	0.48263818308620104	0.9994686430975551	0	0	1.5446260213702074	1.125241535558234	MYO3A
Top 500 down genes for SARS-CoV-2 infection in Rhesus macaques at Group 2 dose in Bronchoalveolar Lavage at 14 DPI from GSE156701	7/441	0.4827368343555625	0.9994686430975551	0	0	1.071690767519466	0.7804948426471124	GRK5;MAPKAPK2;MOK;CDK12;PIM2;PAK3;ACVR2B
660 genes upregulated by cystine and theanine in IAV-infected mouse spleen	9/576	0.4859047329939834	0.9994686430975551	0	0	1.054673721340388	0.7612030560348243	PLK4;WNK1;CDK4;PIM1;CDK1;TTK;MARK3;BUB1;CDK16
Top 500 down genes for SARS-CoV-2 infection in Mesocricetus auratus hamster lung Day 14 from GSE162208	6/378	0.4921452821809233	0.9994686430975551	0	0	1.071444407493626	0.7596340672172146	SRPK3;CDK19;DYRK2;AKT2;PIM3;HIPK1
SARS perturbation; 299 Down Genes from GEN3VA; Human airway epithelium (HAE) cells; Accession: GSE47961 Platform: GPL6480; Entry 1	4/245	0.4947083687930044	0.9994686430975551	0	0	1.1024598869896478	0.7758967644860026	CLK1;DAPK2;NEK6;PDK1
318 proteins up-regualated at 2h in SARS-CoV-2 infected cells from Bouhaddou et al. 2020	5/313	0.4975874021627906	0.9994686430975551	0	0	1.0782667674790962	0.7526130108172588	CDK1;PRKD2;BRAF;MTOR;PAK4
500 genes down-regulated by SARS-CoV-2 in A549-ACE2 cells from GSE154613 terfenadine	7/448	0.4992746626679777	0.9994686430975551	0	0	1.054296661193213	0.7323133100696535	CDK17;SLK;DAPK1;ACVR2A;MYLK4;BMPR1A;TGFBR2
SARS-CoV perturbation; 338 Up Genes from GEN3VA; Human Vero E6 cells; Accession: GSE30589 Platform: GPL570 Entry 5	5/314	0.5003932635896522	0.9994686430975551	0	0	1.0747218158443055	0.7440954308710812	NEK7;PIM1;NEK2;TTK;HIPK3
Top 500 down genes for SARS-CoV-2 infection in Rhesus macaques at Group 3 dose in PBMCs at 4 DPI from GSE156701	7/454	0.5133170447629261	0.9994686430975551	0	0	1.039821029082774	0.6934167190435342	SRPK2;CDK19;MAP3K15;MST1;TGFBR1;CAMKK2;CDKL1
Top 500 down genes for SARS-CoV-2 infection in Rhesus macaques at Group 1 dose in Bronchoalveolar Lavage at 7 DPI from GSE156701	7/455	0.5156444192146282	0.9994686430975551	0	0	1.0374461206896552	0.68713984457911	CLK1;CDK3;MAPKAPK2;MOK;PIM2;PAK3;HIPK2
SARS-CoV perturbation; 283 Down Genes from GEN3VA; Human Vero E6 cells; Accession: GSE30589 Platform: GPL570 Entry 7	4/252	0.5167299394536594	0.9994686430975551	0	0	1.0709567323571507	0.7070830129944863	MELK;PBK;CDK1;CDC7
500 genes down-regulated by SARS-CoV-2 in human intestinal organoids from GSE149312 differentiation 60h	7/456	0.5179679004568744	0.9994686430975551	0	0	1.0350817909530758	0.6809202826379976	DAPK1;PLK1;CDK2;CDK1;PIM3;TNIK;SRPK1
50 genes involved in SARS-CoV-2 entry from genome-wide CRISPR screen of Zhu et al.	1/49	0.5200115368245155	0.9994686430975551	0	0	1.383375563063063	0.9045952035427077	AAK1
500 genes down-regulated by SARS-CoV-2 in A549-ACE2 cells from GSE154613 trifluoperazine	7/458	0.5226029308356833	0.9994686430975551	0	0	1.0303845859775211	0.6686508879160294	CDK6;LRRK2;NEK7;PBK;CDK1;ATM;ATR
Top 500 upregulated genes in mouse heart with SARS-CoV-2 infection from GEO GSE162113	6/392	0.5275328796338009	0.9994686430975551	0	0	1.0318359062015918	0.659904550001482	EEF2K;WNK4;TNIK;IRAK4;JAK1;TGFBR2
500 genes down-regulated by SARS-CoV-1 in human intestinal organoids from GSE149312 60h	7/463	0.5341180268128901	0.9994686430975551	0	0	1.0188218390804598	0.6389423392572903	CLK1;CDK18;PIM1;ULK1;PRKX;PIM3;PDK1
SARS coronavirus excised polyprotein 1..4369 (gene: orf1ab) from Virus-Host PPI P-HIPSTer 2020	3/189	0.5344666017441297	0.9994686430975551	0	0	1.0707153829273646	0.670788235412983	BRAF;ATM;JAK1
Top 500 upregulated genes in human nasal epithelial cells with SARS-CoV-2 infection (Wild Type, 24 hpi) from GEO GSE162131	6/396	0.5374629748706095	0.9994686430975551	0	0	1.0210415014538725	0.6339599768882147	PLK1;CDK2;PBK;TTK;HASPIN;PASK
COVID-19 patients PBMC down	3/190	0.538030189112471	0.9994686430975551	0	0	1.0649350649350648	0.6600899968548316	NUAK1;AKT3;BMPR1A
Top 500 down genes for SARS-CoV-2 infection in Rhesus macaques at Group 3 dose in PBMCs at 2 DPI from GSE156701	7/465	0.5386938128330252	0.9994686430975551	0	0	1.0142674296039753	0.6274338798893778	PLK3;CDK19;DSTYK;MAP3K15;MST1;TGFBR1;CDKL1
500 genes down-regulated by SARS-CoV-2 in human intestinal organoids from GSE149312 expansion 24h	7/467	0.5432516129072759	0.9994686430975551	0	0	1.009752623688156	0.6161335730185614	CLK1;CDK18;CDK19;DYRK1B;ULK1;PDK1;CDK16
Top 500 down genes for SARS-CoV-2 infection in Rhesus macaques at Group 3 dose in PBMCs at 10 DPI from GSE156701	7/467	0.5432516129072759	0.9994686430975551	0	0	1.009752623688156	0.6161335730185614	NEK9;CDK19;SMG1;DSTYK;NUAK2;CDK3;HIPK3
Top 500 up genes for SARS-CoV-2 infection in Rhesus macaques at Group 2 dose in Bronchoalveolar Lavage at 2 DPI from GSE156701	7/468	0.5455236267974531	0.9994686430975551	0	0	1.0075099109881067	0.6105602373290343	CDK17;CAMK2D;BMPR2;RIPK3;IRAK1;BUB1;HIPK3
Top 500 up genes for SARS-CoV-2 infection in Rhesus macaques at Group 2 dose in Bronchoalveolar Lavage at 4 DPI from GSE156701	7/468	0.5455236267974531	0.9994686430975551	0	0	1.0075099109881067	0.6105602373290343	PLK4;SRPK3;IRAK1;PKN3;PBK;BUB1;TGFBR1
Top 500 down genes for SARS-CoV-2 infection in Rhesus macaques at Group 1 dose in PBMCs at 10 DPI from GSE156701	7/469	0.5477909756134135	0.9994686430975551	0	0	1.005276907001045	0.605037463302697	SRPK2;NUAK2;RIPK2;CDK3;DYRK1B;PIM3;PAK3
SARS-CoV perturbation; 217 Up Genes from GEN3VA; Human Vero E6 cells; Accession: GSE30589 Platform: GPL570 Entry 7	3/193	0.5486271931808198	0.9994686430975551	0	0	1.0479591836734694	0.6291277642731418	RIPK3;PIM3;MARK4
500 genes down-regulated by SARS-CoV-2 in human NHBE cells from GSE147507	7/470	0.5500536045951416	0.9994686430975551	0	0	1.0030535488195427	0.599564769479277	CDK19;CAMK2D;SLK;AAK1;CDK1;TLK1;HIPK2
Top 500 up genes for SARS-CoV-2 infection in Rhesus macaques at Group 1 dose in Bronchoalveolar Lavage at 10 DPI from GSE156701	7/472	0.5545644871146396	0.9994686430975551	0	0	0.9986355209492028	0.5887677222915035	PLK4;MELK;IRAK1;PBK;CDK1;NEK2;BUB1
Top 500 up genes for SARS-CoV-2 infection in Rhesus macaques at Group 1 dose in Bronchoalveolar Lavage at 2 DPI from GSE156701	7/475	0.5612940790912176	0.9994686430975551	0	0	0.9920792808723843	0.5729360087288967	CDK17;NUAK2;BMPR2;RIPK3;IRAK1;PLK2;BUB1
500 genes up regulated by SARS-COV-2 infection of Calu3 cells	7/476	0.5635272743062038	0.9994686430975551	0	0	0.9899125064333505	0.5677539685943892	CLK1;NUAK1;NUAK2;LATS2;RIPK2;PIM1;CLK4
500 genes up-regulated by SARS-CoV-2 (2 MOI) in human Calu-3 cells from GSE147507	7/476	0.5635272743062038	0.9994686430975551	0	0	0.9899125064333505	0.5677539685943892	CLK1;NUAK1;NUAK2;LATS2;RIPK2;PIM1;CLK4
Top 500 upregulated genes for SARS-CoV-2 infection in human limbus from GSE164073	7/476	0.5635272743062038	0.9994686430975551	0	0	0.9899125064333505	0.5677539685943892	MELK;OSR1;PLK1;PBK;TTK;BUB1;CAMKK1
Top 500 up genes for SARS-CoV-2 infection Day 21 in ferret nasal turbinates from GSE160824	6/410	0.5714905047361293	0.9994686430975551	0	0	0.9849443707257324	0.5510836743712425	STK33;PINK1;NEK4;ULK2;NEK2;PKN1
500 genes up-regulated by SARS-CoV-2 in mouse Kidney cells at 7 dpi from GSE162113	6/412	0.5762524171968213	0.9994686430975551	0	0	0.9799908587679651	0.540180261445018	PKN3;WNK4;ULK1;MARK4;CLK3;CLK2
Top 500 upregulated genes in mouse kidney with SARS-CoV-2 infection (Day 7) from GEO GSE162113	6/412	0.5762524171968213	0.9994686430975551	0	0	0.9799908587679651	0.540180261445018	PKN3;WNK4;ULK1;MARK4;CLK3;CLK2
500 genes up-regulated by SARS-CoV-2 in human Calu3 cells at 4h from GSE148729 mock s1 polyA	7/483	0.579014515843599	0.9994686430975551	0	0	0.975	0.5327670379022363	NUAK1;DSTYK;CDK6;DYRK2;DYRK1A;NLK;CDK13
Top 500 down genes for SARS-CoV-2 infection in Rhesus macaques at Group 2 dose in Bronchoalveolar Lavage at 7 DPI from GSE156701	6/417	0.5880416924040399	0.9994686430975551	0	0	0.9678179948328192	0.5138701534519189	GRK5;MAK;MOK;BMPR1B;ACVR2B;NEK11
Daniloski et al. Cell CRISPR screen to negative hits	2/133	0.5900812314404251	0.9994686430975551	0	0	1.0129124078147238	0.5343063026309198	CDK1;VRK2
500 genes up-regulated by SARS-CoV-2 in human Caco2 cells at 4h from GSE148729 untreated	7/494	0.6028095902274123	0.9994686430975551	0	0	0.9524322027897756	0.4820772766784332	PLK3;DYRK2;PLK2;WNK4;PIM3;TNIK;SGK1
Top 500 up genes for SARS-CoV-2 late-stage infection in human female blood from GSE161731	7/497	0.6091779224060369	0.9994686430975551	0	0	0.9464532019704434	0.4691047016260696	PLK3;NUAK2;AKT2;MAPKAPK2;ULK1;CDK12;PIM2
Top 500 up genes for SARS-CoV-2 middle-stage infection in human female blood from GSE161731	7/497	0.6091779224060369	0.9994686430975551	0	0	0.9464532019704434	0.4691047016260696	PLK3;IRAK1;AKT2;MAPKAPK2;PIM2;CDK16;PAK4
Top 500 up genes for SARS-CoV-2 middle-stage infection in human male blood from GSE161731	7/497	0.6091779224060369	0.9994686430975551	0	0	0.9464532019704434	0.4691047016260696	GSK3A;PINK1;IRAK1;AKT2;DAPK3;GRK6;PKN1
Top 500 downregulated genes for SARS-CoV-2 in human colon organoid from GSE148696	6/432	0.622365020584579	0.9994686430975551	0	0	0.9330138909055709	0.44246178594761154	WNK4;PIM1;FAM20C;PRKX;CAMK2G;CAMKK2
300 proteins up-regualated at 8h in SARS-CoV-2 infected cells from Bouhaddou et al. 2020	4/295	0.6407897283792688	0.9994686430975551	0	0	0.9106881062125424	0.4053053049439598	CDK1;BRAF;CDK12;CDK13
Top 500 up genes for SARS-CoV-2 infection in Mesocricetus auratus hamster lung Day 2 from GSE162208	5/368	0.6408279542702234	0.9994686430975551	0	0	0.9122985773048039	0.4059676304548561	LATS1;TBK1;NEK2;RIPK1;PAK2
COVID-19 patients PBMC up	7/514	0.6442193554694251	0.9994686430975551	0	0	0.9139087261103176	0.4018602864772558	CDK5;PLK1;CDK1;FAM20C;NEK2;TTK;BUB1
500 genes up-regulated by SARS-CoV-2 in human liver organoids from GSE151803	6/442	0.6443235574021408	0.9994686430975551	0	0	0.9111415870613828	0.4004961667132045	RIPK2;PLK2;NEK6;PIM3;VRK2;SRPK1
SARS coronavirus E2 glycoprotein precursor (gene: S) from Virus-Host PPI P-HIPSTer 2020	1/69	0.6444552100314924	0.9994686430975551	0	0	0.9755067567567568	0.4285888493926687	ATM
Top 150 positive hits from GSE154783: SARS-CoV-2 CRISPR screen in Vero-E6 cells	2/147	0.6444968346637672	0.9994686430975551	0	0	0.9144593804792519	0.4017086254019102	CAMK2B;PLK2
SARS-CoV perturbation; 267 Up Genes from GEN3VA; Human bronchial epithelial 2B4 cells; Accession: GSE17400 Platform: GPL570; Entry 3	3/224	0.6492963050950753	0.9994686430975551	0	0	0.8995290423861853	0.38847610844051295	NEK7;TTK;MASTL
Top 389 positive hits from genome-wide CRISPR screen for SARS-CoV-2 for 33 deg C from Schneider et al.	5/377	0.6617271657863568	0.9994686430975551	0	0	0.8898125644424805	0.367405337895074	NEK1;VRK1;TSSK2;TGFBR1;BMPR1A
Top 500 down genes for SARS-CoV-2 infection in Rhesus macaques at Group 3 dose in PBMCs at 7 DPI from GSE156701	6/451	0.6634209604534805	0.9994686430975551	0	0	0.8922969998841654	0.3661501098464106	CDK19;DYRK3;NUAK2;BMPR2;IRAK4;TGFBR1
SARS Perturbation 320 Up Genes from GEN3VA Mouse Lung; Accession: GSE19137 Platform: GPL1261 Entry 1	4/305	0.6664819008946733	0.9994686430975551	0	0	0.8799791366661753	0.3570447546205172	GSK3A;SNRK;BMPR2;SGK1
500 genes down-regulated by SARS-CoV-2 in mouse Lung cells at 3 dpi from GSE162113	5/382	0.6729942392179641	0.9994686430975551	0	0	0.8777842374913702	0.347618805155592	CAMK2B;DAPK1;PRKD2;SRPK1;MYLK4
Top 500 downregulated genes in mouse lung with SARS-CoV-2 infection (Day 3) from GEO GSE162113	5/382	0.6729942392179641	0.9994686430975551	0	0	0.8777842374913702	0.347618805155592	CAMK2B;DAPK1;PRKD2;SRPK1;MYLK4
235 proteins up-regualated in SARS-CoV-2 infected cells from Bouhaddou et al. 2020	3/233	0.6753561126563065	0.9994686430975551	0	0	0.8639307897071872	0.3391059260362552	BRAF;CDK12;CDK13
Top 500 up genes for SARS-CoV-2 infection in Rhesus macaques at Group 2 dose in Bronchoalveolar Lavage at 14 DPI from GSE156701	6/460	0.6818683366907773	0.9994686430975551	0	0	0.8741995549298334	0.33474735229024866	IRAK1;NEK4;PRKD1;BUB1;CAMKK1;MTOR
SARS perturbation; 114 Down Genes from GEN3VA; Human airway epithelium (HAE) cells; Accession: GSE47961 Platform: GPL6480; Entry 6	1/77	0.684700793132	0.9994686430975551	0	0	0.8724662162162162	0.3304669379474362	MYO3A
500 genes down-regulated by SARS-CoV-2 in human intestinal organoids from GSE149312 expansion 60h	6/462	0.6858779672403537	0.9994686430975551	0	0	0.8702749140893471	0.3281419928238884	CLK1;CDK19;PIM1;PIM3;CLK3;PDK1
500 genes up-regulated by SARS-CoV-2 (2 MOI) in human A549 cells transduced with ACE2 vector from GSE147507	6/464	0.6898546580566379	0.9994686430975551	0	0	0.8663845495880791	0.32166635536614047	CLK1;TBK1;PIM1;TLK2;PIM3;CLK4
500 genes up-regulated by SARS-CoV-2 in human Lung Organoid cells at 24 hpi from GSE148697	6/464	0.6898546580566379	0.9994686430975551	0	0	0.8663845495880791	0.32166635536614047	RIPK2;PLK2;PIM2;SGK1;MTOR;JAK1
Top 500 upregulated genes for SARS-CoV-2 infection in human lung organoids from GSE148697	6/464	0.6898546580566379	0.9994686430975551	0	0	0.8663845495880791	0.32166635536614047	RIPK2;PLK2;PIM2;SGK1;MTOR;JAK1
Top 500 up genes for SARS-CoV-2 infection in Rhesus macaques at Group 2 dose in PBMCs at 1 DPI from GSE156701	6/467	0.6957576866680597	0.9994686430975551	0	0	0.8606122951002975	0.3121904067137891	BRSK1;SLK;LATS2;RIPK3;TTK;GCK
Top 500 down genes for SARS-CoV-2 infection in Rhesus macaques at Group 1 dose in PBMCs at 7 DPI from GSE156701	6/468	0.6977087767278461	0.9994686430975551	0	0	0.8587048690141473	0.30909381328008123	CDK6;CAMK1D;RIPK2;AKT2;DYRK1B;TTBK2
Top 500 up genes for SARS-CoV-2 infection in Rhesus macaques at Group 1 dose in PBMCs at 7 DPI from GSE156701	6/469	0.6996515543126097	0.9994686430975551	0	0	0.8568056823495358	0.3060277252551479	RIPK3;WNK1;PLK1;NLK;HIPK1;MARK3
Top 500 up genes for SARS-CoV-2 infection in Rhesus macaques at Group 3 dose in Bronchoalveolar Lavage at 2 DPI from GSE156701	6/469	0.6996515543126097	0.9994686430975551	0	0	0.8568056823495358	0.3060277252551479	CDK17;BMPR2;RIPK1;BUB1;HIPK3;BMPR1A
chloroquine-2869 from Old CMAP down	1/81	0.7030869709259846	0.9994686430975551	0	0	0.8286739864864865	0.29192086411507245	PDK1
Top 500 up genes for SARS-CoV-2 infection in Rhesus macaques at Group 2 dose in Bronchoalveolar Lavage at 1 DPI from GSE156701	6/471	0.7035121303683628	0.9994686430975551	0	0	0.8530318146546946	0.2999858344829157	GSK3A;BMPR2;IRAK1;RAF1;CAMKK1;HIPK3
Top 500 upregulated genes in human nasal epithelial cells with SARS-CoV-2 infection (Mutant, 72 hpi) from GEO GSE162131	5/398	0.7073663714784229	0.9994686430975551	0	0	0.8413503433371675	0.2912809925895572	LATS1;CAMK4;CDK12;PAK2;CLK2
Top 500 up genes for SARS-CoV-2 infection in Rhesus macaques at Group 3 dose in PBMCs at 2 DPI from GSE156701	6/474	0.709240406106812	0.9994686430975551	0	0	0.8474314917613887	0.29114418379817747	CDK17;RIPK3;RIPK2;RIPK1;PIM2;PAK3
chloroquine-1719 from Old CMAP down	1/83	0.711875314846399	0.9994686430975551	0	0	0.8083800263678312	0.2747299749346639	PHKG2
500 genes up-regulated by SARS-CoV-2 in human A549 cells from GSE154613	6/476	0.7130174360424096	0.9994686430975551	0	0	0.8437376617679315	0.28539376155391977	NUAK2;RIPK2;PLK2;TLK2;SGK1;TGFBR1
Top 500 up genes for SARS-CoV-2 infection in Rhesus macaques at Group 1 dose in PBMCs at 2 DPI from GSE156701	6/478	0.7167609461331673	0.9994686430975551	0	0	0.8400751354184868	0.2797558591107714	CDK17;RIPK3;PRKD2;RIPK1;VRK2;PAK3
500 genes down-regulated by SARS-CoV-2 in Calu-3 cells from GSE148729	6/483	0.7259728091093988	0.9994686430975551	0	0	0.831053188960211	0.2661387319322013	PLK1;PBK;NEK2;TNIK;BMPR1B;PDK1
500 genes down-regulated by SARS-CoV-2 in human H1299 cells at 36h from GSE148729	6/488	0.7349744945540393	0.9994686430975551	0	0	0.8222184198143474	0.2531770696392434	PLK3;SMG1;CDK6;CDK10;ATM;PASK
Top 500 downregulated genes for SARS-CoV-2 infection in human sclera from GSE164073	6/488	0.7349744945540393	0.9994686430975551	0	0	0.8222184198143474	0.2531770696392434	LATS2;DAPK1;CDK2;CDK1;TTK;BUB1
Top 209 positive hits from SARS-CoV-2 CRISPR screen from Wang et al.	2/176	0.7388957978708304	0.9994686430975551	0	0	0.7609195402298851	0.2302530142565705	WNK4;NEK11
